,hospital_beds_per_thousand,date,location,cty_id
3834,0.8,2020-09-25,Burundi,14
3835,0.8,2020-09-26,Burundi,14
3836,0.8,2020-09-27,Burundi,14
3837,0.8,2020-09-28,Burundi,14
3838,0.8,2020-09-29,Burundi,14
3839,0.8,2020-09-30,Burundi,14
3840,0.8,2020-10-01,Burundi,14
3841,0.8,2020-10-02,Burundi,14
3842,0.8,2020-10-03,Burundi,14
3843,0.8,2020-10-04,Burundi,14
3844,0.8,2020-10-05,Burundi,14
3845,0.8,2020-10-06,Burundi,14
3846,0.8,2020-10-07,Burundi,14
3847,0.8,2020-10-08,Burundi,14
3848,0.8,2020-10-09,Burundi,14
3849,0.8,2020-10-10,Burundi,14
3850,0.8,2020-10-11,Burundi,14
3851,0.8,2020-10-12,Burundi,14
3852,0.8,2020-10-13,Burundi,14
3853,0.8,2020-10-14,Burundi,14
3854,0.8,2020-10-15,Burundi,14
3855,0.8,2020-10-16,Burundi,14
3856,0.8,2020-10-17,Burundi,14
3857,0.8,2020-10-18,Burundi,14
3858,0.8,2020-10-19,Burundi,14
3859,0.8,2020-10-20,Burundi,14
3860,0.8,2020-10-21,Burundi,14
3861,0.8,2020-10-22,Burundi,14
3862,0.8,2020-10-23,Burundi,14
3863,0.8,2020-10-24,Burundi,14
3864,0.8,2020-10-25,Burundi,14
3865,0.8,2020-10-26,Burundi,14
3866,0.8,2020-10-27,Burundi,14
3867,0.8,2020-10-28,Burundi,14
3868,0.8,2020-10-29,Burundi,14
3869,0.8,2020-10-30,Burundi,14
3870,0.8,2020-10-31,Burundi,14
3871,0.8,2020-11-01,Burundi,14
3872,0.8,2020-11-02,Burundi,14
3873,0.8,2020-11-03,Burundi,14
3874,0.8,2020-11-04,Burundi,14
3875,0.8,2020-11-05,Burundi,14
3876,0.8,2020-11-06,Burundi,14
3877,0.8,2020-11-07,Burundi,14
3878,0.8,2020-11-08,Burundi,14
3879,0.8,2020-11-09,Burundi,14
3880,0.8,2020-11-10,Burundi,14
3881,0.8,2020-11-11,Burundi,14
3882,0.8,2020-11-12,Burundi,14
3883,0.8,2020-11-13,Burundi,14
3884,0.8,2020-11-14,Burundi,14
3885,0.8,2020-11-15,Burundi,14
3886,0.8,2020-11-16,Burundi,14
3887,5.64,2019-12-31,Belgium,15
3888,5.64,2020-01-01,Belgium,15
3889,5.64,2020-01-02,Belgium,15
3890,5.64,2020-01-03,Belgium,15
3891,5.64,2020-01-04,Belgium,15
3892,5.64,2020-01-05,Belgium,15
3893,5.64,2020-01-06,Belgium,15
3894,5.64,2020-01-07,Belgium,15
3895,5.64,2020-01-08,Belgium,15
3896,5.64,2020-01-09,Belgium,15
3897,5.64,2020-01-10,Belgium,15
3898,5.64,2020-01-11,Belgium,15
3899,5.64,2020-01-12,Belgium,15
3900,5.64,2020-01-13,Belgium,15
3901,5.64,2020-01-14,Belgium,15
3902,5.64,2020-01-15,Belgium,15
3903,5.64,2020-01-16,Belgium,15
3904,5.64,2020-01-17,Belgium,15
3905,5.64,2020-01-18,Belgium,15
3906,5.64,2020-01-19,Belgium,15
3907,5.64,2020-01-20,Belgium,15
3908,5.64,2020-01-21,Belgium,15
3909,5.64,2020-01-22,Belgium,15
3910,5.64,2020-01-23,Belgium,15
3911,5.64,2020-01-24,Belgium,15
3912,5.64,2020-01-25,Belgium,15
3913,5.64,2020-01-26,Belgium,15
3914,5.64,2020-01-27,Belgium,15
3915,5.64,2020-01-28,Belgium,15
3916,5.64,2020-01-29,Belgium,15
3917,5.64,2020-01-30,Belgium,15
3918,5.64,2020-01-31,Belgium,15
3919,5.64,2020-02-01,Belgium,15
3920,5.64,2020-02-02,Belgium,15
3921,5.64,2020-02-03,Belgium,15
3922,5.64,2020-02-04,Belgium,15
3923,5.64,2020-02-05,Belgium,15
3924,5.64,2020-02-06,Belgium,15
3925,5.64,2020-02-07,Belgium,15
3926,5.64,2020-02-08,Belgium,15
3927,5.64,2020-02-09,Belgium,15
3928,5.64,2020-02-10,Belgium,15
3929,5.64,2020-02-11,Belgium,15
3930,5.64,2020-02-12,Belgium,15
3931,5.64,2020-02-13,Belgium,15
3932,5.64,2020-02-14,Belgium,15
3933,5.64,2020-02-15,Belgium,15
3934,5.64,2020-02-16,Belgium,15
3935,5.64,2020-02-17,Belgium,15
3936,5.64,2020-02-18,Belgium,15
3937,5.64,2020-02-19,Belgium,15
3938,5.64,2020-02-20,Belgium,15
3939,5.64,2020-02-21,Belgium,15
3940,5.64,2020-02-22,Belgium,15
3941,5.64,2020-02-23,Belgium,15
3942,5.64,2020-02-24,Belgium,15
3943,5.64,2020-02-25,Belgium,15
3944,5.64,2020-02-26,Belgium,15
3945,5.64,2020-02-27,Belgium,15
3946,5.64,2020-02-28,Belgium,15
3947,5.64,2020-02-29,Belgium,15
3948,5.64,2020-03-01,Belgium,15
3949,5.64,2020-03-02,Belgium,15
3950,5.64,2020-03-03,Belgium,15
3951,5.64,2020-03-04,Belgium,15
3952,5.64,2020-03-05,Belgium,15
3953,5.64,2020-03-06,Belgium,15
3954,5.64,2020-03-07,Belgium,15
3955,5.64,2020-03-08,Belgium,15
3956,5.64,2020-03-09,Belgium,15
3957,5.64,2020-03-10,Belgium,15
3958,5.64,2020-03-11,Belgium,15
3959,5.64,2020-03-12,Belgium,15
3960,5.64,2020-03-13,Belgium,15
3961,5.64,2020-03-14,Belgium,15
3962,5.64,2020-03-15,Belgium,15
3963,5.64,2020-03-16,Belgium,15
3964,5.64,2020-03-17,Belgium,15
3965,5.64,2020-03-18,Belgium,15
3966,5.64,2020-03-19,Belgium,15
3967,5.64,2020-03-20,Belgium,15
3968,5.64,2020-03-21,Belgium,15
3969,5.64,2020-03-22,Belgium,15
3970,5.64,2020-03-23,Belgium,15
3971,5.64,2020-03-24,Belgium,15
3972,5.64,2020-03-25,Belgium,15
3973,5.64,2020-03-26,Belgium,15
3974,5.64,2020-03-27,Belgium,15
3975,5.64,2020-03-28,Belgium,15
3976,5.64,2020-03-29,Belgium,15
3977,5.64,2020-03-30,Belgium,15
3978,5.64,2020-03-31,Belgium,15
3979,5.64,2020-04-01,Belgium,15
3980,5.64,2020-04-02,Belgium,15
3981,5.64,2020-04-03,Belgium,15
3982,5.64,2020-04-04,Belgium,15
3983,5.64,2020-04-05,Belgium,15
3984,5.64,2020-04-06,Belgium,15
3985,5.64,2020-04-07,Belgium,15
3986,5.64,2020-04-08,Belgium,15
3987,5.64,2020-04-09,Belgium,15
3988,5.64,2020-04-10,Belgium,15
3989,5.64,2020-04-11,Belgium,15
3990,5.64,2020-04-12,Belgium,15
3991,5.64,2020-04-13,Belgium,15
3992,5.64,2020-04-14,Belgium,15
3993,5.64,2020-04-15,Belgium,15
3994,5.64,2020-04-16,Belgium,15
3995,5.64,2020-04-17,Belgium,15
3996,5.64,2020-04-18,Belgium,15
3997,5.64,2020-04-19,Belgium,15
3998,5.64,2020-04-20,Belgium,15
3999,5.64,2020-04-21,Belgium,15
4000,5.64,2020-04-22,Belgium,15
4001,5.64,2020-04-23,Belgium,15
4002,5.64,2020-04-24,Belgium,15
4003,5.64,2020-04-25,Belgium,15
4004,5.64,2020-04-26,Belgium,15
4005,5.64,2020-04-27,Belgium,15
4006,5.64,2020-04-28,Belgium,15
4007,5.64,2020-04-29,Belgium,15
4008,5.64,2020-04-30,Belgium,15
4009,5.64,2020-05-01,Belgium,15
4010,5.64,2020-05-02,Belgium,15
4011,5.64,2020-05-03,Belgium,15
4012,5.64,2020-05-04,Belgium,15
4013,5.64,2020-05-05,Belgium,15
4014,5.64,2020-05-06,Belgium,15
4015,5.64,2020-05-07,Belgium,15
4016,5.64,2020-05-08,Belgium,15
4017,5.64,2020-05-09,Belgium,15
4018,5.64,2020-05-10,Belgium,15
4019,5.64,2020-05-11,Belgium,15
4020,5.64,2020-05-12,Belgium,15
4021,5.64,2020-05-13,Belgium,15
4022,5.64,2020-05-14,Belgium,15
4023,5.64,2020-05-15,Belgium,15
4024,5.64,2020-05-16,Belgium,15
4025,5.64,2020-05-17,Belgium,15
4026,5.64,2020-05-18,Belgium,15
4027,5.64,2020-05-19,Belgium,15
4028,5.64,2020-05-20,Belgium,15
4029,5.64,2020-05-21,Belgium,15
4030,5.64,2020-05-22,Belgium,15
4031,5.64,2020-05-23,Belgium,15
4032,5.64,2020-05-24,Belgium,15
4033,5.64,2020-05-25,Belgium,15
4034,5.64,2020-05-26,Belgium,15
4035,5.64,2020-05-27,Belgium,15
4036,5.64,2020-05-28,Belgium,15
4037,5.64,2020-05-29,Belgium,15
4038,5.64,2020-05-30,Belgium,15
4039,5.64,2020-05-31,Belgium,15
4040,5.64,2020-06-01,Belgium,15
4041,5.64,2020-06-02,Belgium,15
4042,5.64,2020-06-03,Belgium,15
4043,5.64,2020-06-04,Belgium,15
4044,5.64,2020-06-05,Belgium,15
4045,5.64,2020-06-06,Belgium,15
4046,5.64,2020-06-07,Belgium,15
4047,5.64,2020-06-08,Belgium,15
4048,5.64,2020-06-09,Belgium,15
4049,5.64,2020-06-10,Belgium,15
4050,5.64,2020-06-11,Belgium,15
4051,5.64,2020-06-12,Belgium,15
4052,5.64,2020-06-13,Belgium,15
4053,5.64,2020-06-14,Belgium,15
4054,5.64,2020-06-15,Belgium,15
4055,5.64,2020-06-16,Belgium,15
4056,5.64,2020-06-17,Belgium,15
4057,5.64,2020-06-18,Belgium,15
4058,5.64,2020-06-19,Belgium,15
4059,5.64,2020-06-20,Belgium,15
4060,5.64,2020-06-21,Belgium,15
4061,5.64,2020-06-22,Belgium,15
4062,5.64,2020-06-23,Belgium,15
4063,5.64,2020-06-24,Belgium,15
4064,5.64,2020-06-25,Belgium,15
4065,5.64,2020-06-26,Belgium,15
4066,5.64,2020-06-27,Belgium,15
4067,5.64,2020-06-28,Belgium,15
4068,5.64,2020-06-29,Belgium,15
4069,5.64,2020-06-30,Belgium,15
4070,5.64,2020-07-01,Belgium,15
4071,5.64,2020-07-02,Belgium,15
4072,5.64,2020-07-03,Belgium,15
4073,5.64,2020-07-04,Belgium,15
4074,5.64,2020-07-05,Belgium,15
4075,5.64,2020-07-06,Belgium,15
4076,5.64,2020-07-07,Belgium,15
4077,5.64,2020-07-08,Belgium,15
4078,5.64,2020-07-09,Belgium,15
4079,5.64,2020-07-10,Belgium,15
4080,5.64,2020-07-11,Belgium,15
4081,5.64,2020-07-12,Belgium,15
4082,5.64,2020-07-13,Belgium,15
4083,5.64,2020-07-14,Belgium,15
4084,5.64,2020-07-15,Belgium,15
4085,5.64,2020-07-16,Belgium,15
4086,5.64,2020-07-17,Belgium,15
4087,5.64,2020-07-18,Belgium,15
4088,5.64,2020-07-19,Belgium,15
4089,5.64,2020-07-20,Belgium,15
4090,5.64,2020-07-21,Belgium,15
4091,5.64,2020-07-22,Belgium,15
4092,5.64,2020-07-23,Belgium,15
4093,5.64,2020-07-24,Belgium,15
4094,5.64,2020-07-25,Belgium,15
4095,5.64,2020-07-26,Belgium,15
4096,5.64,2020-07-27,Belgium,15
4097,5.64,2020-07-28,Belgium,15
4098,5.64,2020-07-29,Belgium,15
4099,5.64,2020-07-30,Belgium,15
4100,5.64,2020-07-31,Belgium,15
4101,5.64,2020-08-01,Belgium,15
4102,5.64,2020-08-02,Belgium,15
4103,5.64,2020-08-03,Belgium,15
4104,5.64,2020-08-04,Belgium,15
4105,5.64,2020-08-05,Belgium,15
4106,5.64,2020-08-06,Belgium,15
4107,5.64,2020-08-07,Belgium,15
4108,5.64,2020-08-08,Belgium,15
4109,5.64,2020-08-09,Belgium,15
4110,5.64,2020-08-10,Belgium,15
4111,5.64,2020-08-11,Belgium,15
4112,5.64,2020-08-12,Belgium,15
4113,5.64,2020-08-13,Belgium,15
4114,5.64,2020-08-14,Belgium,15
4115,5.64,2020-08-15,Belgium,15
4116,5.64,2020-08-16,Belgium,15
4117,5.64,2020-08-17,Belgium,15
4118,5.64,2020-08-18,Belgium,15
4119,5.64,2020-08-19,Belgium,15
4120,5.64,2020-08-20,Belgium,15
4121,5.64,2020-08-21,Belgium,15
4122,5.64,2020-08-22,Belgium,15
4123,5.64,2020-08-23,Belgium,15
4124,5.64,2020-08-24,Belgium,15
4125,5.64,2020-08-25,Belgium,15
4126,5.64,2020-08-26,Belgium,15
4127,5.64,2020-08-27,Belgium,15
4128,5.64,2020-08-28,Belgium,15
4129,5.64,2020-08-29,Belgium,15
4130,5.64,2020-08-30,Belgium,15
4131,5.64,2020-08-31,Belgium,15
4132,5.64,2020-09-01,Belgium,15
4133,5.64,2020-09-02,Belgium,15
4134,5.64,2020-09-03,Belgium,15
4135,5.64,2020-09-04,Belgium,15
4136,5.64,2020-09-05,Belgium,15
4137,5.64,2020-09-06,Belgium,15
4138,5.64,2020-09-07,Belgium,15
4139,5.64,2020-09-08,Belgium,15
4140,5.64,2020-09-09,Belgium,15
4141,5.64,2020-09-10,Belgium,15
4142,5.64,2020-09-11,Belgium,15
4143,5.64,2020-09-12,Belgium,15
4144,5.64,2020-09-13,Belgium,15
4145,5.64,2020-09-14,Belgium,15
4146,5.64,2020-09-15,Belgium,15
4147,5.64,2020-09-16,Belgium,15
4148,5.64,2020-09-17,Belgium,15
4149,5.64,2020-09-18,Belgium,15
4150,5.64,2020-09-19,Belgium,15
4151,5.64,2020-09-20,Belgium,15
4152,5.64,2020-09-21,Belgium,15
4153,5.64,2020-09-22,Belgium,15
4154,5.64,2020-09-23,Belgium,15
4155,5.64,2020-09-24,Belgium,15
4156,5.64,2020-09-25,Belgium,15
4157,5.64,2020-09-26,Belgium,15
4158,5.64,2020-09-27,Belgium,15
4159,5.64,2020-09-28,Belgium,15
4160,5.64,2020-09-29,Belgium,15
4161,5.64,2020-09-30,Belgium,15
4162,5.64,2020-10-01,Belgium,15
4163,5.64,2020-10-02,Belgium,15
4164,5.64,2020-10-03,Belgium,15
4165,5.64,2020-10-04,Belgium,15
4166,5.64,2020-10-05,Belgium,15
4167,5.64,2020-10-06,Belgium,15
4168,5.64,2020-10-07,Belgium,15
4169,5.64,2020-10-08,Belgium,15
4170,5.64,2020-10-09,Belgium,15
4171,5.64,2020-10-10,Belgium,15
4172,5.64,2020-10-11,Belgium,15
4173,5.64,2020-10-12,Belgium,15
4174,5.64,2020-10-13,Belgium,15
4175,5.64,2020-10-14,Belgium,15
4176,5.64,2020-10-15,Belgium,15
4177,5.64,2020-10-16,Belgium,15
4178,5.64,2020-10-17,Belgium,15
4179,5.64,2020-10-18,Belgium,15
4180,5.64,2020-10-19,Belgium,15
4181,5.64,2020-10-20,Belgium,15
4182,5.64,2020-10-21,Belgium,15
4183,5.64,2020-10-22,Belgium,15
4184,5.64,2020-10-23,Belgium,15
4185,5.64,2020-10-24,Belgium,15
4186,5.64,2020-10-25,Belgium,15
4187,5.64,2020-10-26,Belgium,15
4188,5.64,2020-10-27,Belgium,15
4189,5.64,2020-10-28,Belgium,15
4190,5.64,2020-10-29,Belgium,15
4191,5.64,2020-10-30,Belgium,15
4192,5.64,2020-10-31,Belgium,15
4193,5.64,2020-11-01,Belgium,15
4194,5.64,2020-11-02,Belgium,15
4195,5.64,2020-11-03,Belgium,15
4196,5.64,2020-11-04,Belgium,15
4197,5.64,2020-11-05,Belgium,15
4198,5.64,2020-11-06,Belgium,15
4199,5.64,2020-11-07,Belgium,15
4200,5.64,2020-11-08,Belgium,15
4201,5.64,2020-11-09,Belgium,15
4202,5.64,2020-11-10,Belgium,15
4203,5.64,2020-11-11,Belgium,15
4204,5.64,2020-11-12,Belgium,15
4205,5.64,2020-11-13,Belgium,15
4206,5.64,2020-11-14,Belgium,15
4207,0.5,2020-03-17,Benin,16
4208,0.5,2020-03-18,Benin,16
4209,0.5,2020-03-19,Benin,16
4210,0.5,2020-03-20,Benin,16
4211,0.5,2020-03-21,Benin,16
4212,0.5,2020-03-22,Benin,16
4213,0.5,2020-03-23,Benin,16
4214,0.5,2020-03-24,Benin,16
4215,0.5,2020-03-25,Benin,16
4216,0.5,2020-03-26,Benin,16
4217,0.5,2020-03-27,Benin,16
4218,0.5,2020-03-28,Benin,16
4219,0.5,2020-03-29,Benin,16
4220,0.5,2020-03-30,Benin,16
4221,0.5,2020-03-31,Benin,16
4222,0.5,2020-04-01,Benin,16
4223,0.5,2020-04-02,Benin,16
4224,0.5,2020-04-03,Benin,16
4225,0.5,2020-04-04,Benin,16
4226,0.5,2020-04-05,Benin,16
4227,0.5,2020-04-06,Benin,16
4228,0.5,2020-04-07,Benin,16
4229,0.5,2020-04-08,Benin,16
4230,0.5,2020-04-09,Benin,16
4231,0.5,2020-04-10,Benin,16
4232,0.5,2020-04-11,Benin,16
4233,0.5,2020-04-12,Benin,16
4234,0.5,2020-04-13,Benin,16
4235,0.5,2020-04-14,Benin,16
4236,0.5,2020-04-15,Benin,16
4237,0.5,2020-04-16,Benin,16
4238,0.5,2020-04-17,Benin,16
4239,0.5,2020-04-18,Benin,16
4240,0.5,2020-04-19,Benin,16
4241,0.5,2020-04-20,Benin,16
4242,0.5,2020-04-21,Benin,16
4243,0.5,2020-04-22,Benin,16
4244,0.5,2020-04-23,Benin,16
4245,0.5,2020-04-24,Benin,16
4246,0.5,2020-04-25,Benin,16
4247,0.5,2020-04-26,Benin,16
4248,0.5,2020-04-27,Benin,16
4249,0.5,2020-04-28,Benin,16
4250,0.5,2020-04-29,Benin,16
4251,0.5,2020-04-30,Benin,16
4252,0.5,2020-05-01,Benin,16
4253,0.5,2020-05-02,Benin,16
4254,0.5,2020-05-03,Benin,16
4255,0.5,2020-05-04,Benin,16
4256,0.5,2020-05-05,Benin,16
4257,0.5,2020-05-06,Benin,16
4258,0.5,2020-05-07,Benin,16
4259,0.5,2020-05-08,Benin,16
4260,0.5,2020-05-09,Benin,16
4261,0.5,2020-05-10,Benin,16
4262,0.5,2020-05-11,Benin,16
4263,0.5,2020-05-12,Benin,16
4264,0.5,2020-05-13,Benin,16
4265,0.5,2020-05-14,Benin,16
4266,0.5,2020-05-15,Benin,16
4267,0.5,2020-05-16,Benin,16
4268,0.5,2020-05-17,Benin,16
4269,0.5,2020-05-18,Benin,16
4270,0.5,2020-05-19,Benin,16
4271,0.5,2020-05-20,Benin,16
4272,0.5,2020-05-21,Benin,16
4273,0.5,2020-05-22,Benin,16
4274,0.5,2020-05-23,Benin,16
4275,0.5,2020-05-24,Benin,16
4276,0.5,2020-05-25,Benin,16
4277,0.5,2020-05-26,Benin,16
4278,0.5,2020-05-27,Benin,16
4279,0.5,2020-05-28,Benin,16
4280,0.5,2020-05-29,Benin,16
4281,0.5,2020-05-30,Benin,16
4282,0.5,2020-05-31,Benin,16
4283,0.5,2020-06-01,Benin,16
4284,0.5,2020-06-02,Benin,16
4285,0.5,2020-06-03,Benin,16
4286,0.5,2020-06-04,Benin,16
4287,0.5,2020-06-05,Benin,16
4288,0.5,2020-06-06,Benin,16
4289,0.5,2020-06-07,Benin,16
4290,0.5,2020-06-08,Benin,16
4291,0.5,2020-06-09,Benin,16
4292,0.5,2020-06-10,Benin,16
4293,0.5,2020-06-11,Benin,16
4294,0.5,2020-06-12,Benin,16
4295,0.5,2020-06-13,Benin,16
4296,0.5,2020-06-14,Benin,16
4297,0.5,2020-06-15,Benin,16
4298,0.5,2020-06-16,Benin,16
4299,0.5,2020-06-17,Benin,16
4300,0.5,2020-06-18,Benin,16
4301,0.5,2020-06-19,Benin,16
4302,0.5,2020-06-20,Benin,16
4303,0.5,2020-06-21,Benin,16
4304,0.5,2020-06-22,Benin,16
4305,0.5,2020-06-23,Benin,16
4306,0.5,2020-06-24,Benin,16
4307,0.5,2020-06-25,Benin,16
4308,0.5,2020-06-26,Benin,16
4309,0.5,2020-06-27,Benin,16
4310,0.5,2020-06-28,Benin,16
4311,0.5,2020-06-29,Benin,16
4312,0.5,2020-06-30,Benin,16
4313,0.5,2020-07-01,Benin,16
4314,0.5,2020-07-02,Benin,16
4315,0.5,2020-07-03,Benin,16
4316,0.5,2020-07-04,Benin,16
4317,0.5,2020-07-05,Benin,16
4318,0.5,2020-07-06,Benin,16
4319,0.5,2020-07-07,Benin,16
4320,0.5,2020-07-08,Benin,16
4321,0.5,2020-07-09,Benin,16
4322,0.5,2020-07-10,Benin,16
4323,0.5,2020-07-11,Benin,16
4324,0.5,2020-07-12,Benin,16
4325,0.5,2020-07-13,Benin,16
4326,0.5,2020-07-14,Benin,16
4327,0.5,2020-07-15,Benin,16
4328,0.5,2020-07-16,Benin,16
4329,0.5,2020-07-17,Benin,16
4330,0.5,2020-07-18,Benin,16
4331,0.5,2020-07-19,Benin,16
4332,0.5,2020-07-20,Benin,16
4333,0.5,2020-07-21,Benin,16
4334,0.5,2020-07-22,Benin,16
4335,0.5,2020-07-23,Benin,16
4336,0.5,2020-07-24,Benin,16
4337,0.5,2020-07-25,Benin,16
4338,0.5,2020-07-26,Benin,16
4339,0.5,2020-07-27,Benin,16
4340,0.5,2020-07-28,Benin,16
4341,0.5,2020-07-29,Benin,16
4342,0.5,2020-07-30,Benin,16
4343,0.5,2020-07-31,Benin,16
4344,0.5,2020-08-01,Benin,16
4345,0.5,2020-08-02,Benin,16
4346,0.5,2020-08-03,Benin,16
4347,0.5,2020-08-04,Benin,16
4348,0.5,2020-08-05,Benin,16
4349,0.5,2020-08-06,Benin,16
4350,0.5,2020-08-07,Benin,16
4351,0.5,2020-08-08,Benin,16
4352,0.5,2020-08-09,Benin,16
4353,0.5,2020-08-10,Benin,16
4354,0.5,2020-08-11,Benin,16
4355,0.5,2020-08-12,Benin,16
4356,0.5,2020-08-13,Benin,16
4357,0.5,2020-08-14,Benin,16
4358,0.5,2020-08-15,Benin,16
4359,0.5,2020-08-16,Benin,16
4360,0.5,2020-08-17,Benin,16
4361,0.5,2020-08-18,Benin,16
4362,0.5,2020-08-19,Benin,16
4363,0.5,2020-08-20,Benin,16
4364,0.5,2020-08-21,Benin,16
4365,0.5,2020-08-22,Benin,16
4366,0.5,2020-08-23,Benin,16
4367,0.5,2020-08-24,Benin,16
4368,0.5,2020-08-25,Benin,16
4369,0.5,2020-08-26,Benin,16
4370,0.5,2020-08-27,Benin,16
4371,0.5,2020-08-28,Benin,16
4372,0.5,2020-08-29,Benin,16
4373,0.5,2020-08-30,Benin,16
4374,0.5,2020-08-31,Benin,16
4375,0.5,2020-09-01,Benin,16
4376,0.5,2020-09-02,Benin,16
4377,0.5,2020-09-03,Benin,16
4378,0.5,2020-09-04,Benin,16
4379,0.5,2020-09-05,Benin,16
4380,0.5,2020-09-06,Benin,16
4381,0.5,2020-09-07,Benin,16
4382,0.5,2020-09-08,Benin,16
4383,0.5,2020-09-09,Benin,16
4384,0.5,2020-09-10,Benin,16
4385,0.5,2020-09-11,Benin,16
4386,0.5,2020-09-12,Benin,16
4387,0.5,2020-09-13,Benin,16
4388,0.5,2020-09-14,Benin,16
4389,0.5,2020-09-15,Benin,16
4390,0.5,2020-09-16,Benin,16
4391,0.5,2020-09-17,Benin,16
4392,0.5,2020-09-18,Benin,16
4393,0.5,2020-09-19,Benin,16
4394,0.5,2020-09-20,Benin,16
4395,0.5,2020-09-21,Benin,16
4396,0.5,2020-09-22,Benin,16
4397,0.5,2020-09-23,Benin,16
4398,0.5,2020-09-24,Benin,16
4399,0.5,2020-09-25,Benin,16
4400,0.5,2020-09-26,Benin,16
4401,0.5,2020-09-27,Benin,16
4402,0.5,2020-09-28,Benin,16
4403,0.5,2020-09-29,Benin,16
4404,0.5,2020-09-30,Benin,16
4405,0.5,2020-10-01,Benin,16
4406,0.5,2020-10-02,Benin,16
4407,0.5,2020-10-03,Benin,16
4408,0.5,2020-10-04,Benin,16
4409,0.5,2020-10-05,Benin,16
4410,0.5,2020-10-06,Benin,16
4411,0.5,2020-10-07,Benin,16
4412,0.5,2020-10-08,Benin,16
4413,0.5,2020-10-09,Benin,16
4414,0.5,2020-10-10,Benin,16
4415,0.5,2020-10-11,Benin,16
4416,0.5,2020-10-12,Benin,16
4417,0.5,2020-10-13,Benin,16
4418,0.5,2020-10-14,Benin,16
4419,0.5,2020-10-15,Benin,16
4420,0.5,2020-10-16,Benin,16
4421,0.5,2020-10-17,Benin,16
4422,0.5,2020-10-18,Benin,16
4423,0.5,2020-10-19,Benin,16
4424,0.5,2020-10-20,Benin,16
4425,0.5,2020-10-21,Benin,16
4426,0.5,2020-10-22,Benin,16
4427,0.5,2020-10-23,Benin,16
4428,0.5,2020-10-24,Benin,16
4429,0.5,2020-10-25,Benin,16
4430,0.5,2020-10-26,Benin,16
4431,0.5,2020-10-27,Benin,16
4432,0.5,2020-10-28,Benin,16
4433,0.5,2020-10-29,Benin,16
4434,0.5,2020-10-30,Benin,16
4435,0.5,2020-10-31,Benin,16
4436,0.5,2020-11-01,Benin,16
4437,0.5,2020-11-02,Benin,16
4438,0.5,2020-11-03,Benin,16
4439,0.5,2020-11-04,Benin,16
4440,0.5,2020-11-05,Benin,16
4441,0.5,2020-11-06,Benin,16
4442,0.5,2020-11-07,Benin,16
4443,0.5,2020-11-08,Benin,16
4444,0.5,2020-11-09,Benin,16
4445,0.5,2020-11-10,Benin,16
4446,0.5,2020-11-11,Benin,16
4447,0.5,2020-11-12,Benin,16
4448,0.5,2020-11-13,Benin,16
4449,0.5,2020-11-14,Benin,16
4450,0.5,2020-11-15,Benin,16
4451,0.5,2020-11-16,Benin,16
4681,0.4,2020-03-11,Burkina Faso,18
4682,0.4,2020-03-12,Burkina Faso,18
4683,0.4,2020-03-15,Burkina Faso,18
4684,0.4,2020-03-16,Burkina Faso,18
4685,0.4,2020-03-17,Burkina Faso,18
4686,0.4,2020-03-18,Burkina Faso,18
4687,0.4,2020-03-19,Burkina Faso,18
4688,0.4,2020-03-20,Burkina Faso,18
4689,0.4,2020-03-21,Burkina Faso,18
4690,0.4,2020-03-22,Burkina Faso,18
4691,0.4,2020-03-23,Burkina Faso,18
4692,0.4,2020-03-24,Burkina Faso,18
4693,0.4,2020-03-25,Burkina Faso,18
4694,0.4,2020-03-26,Burkina Faso,18
4695,0.4,2020-03-27,Burkina Faso,18
4696,0.4,2020-03-28,Burkina Faso,18
4697,0.4,2020-03-29,Burkina Faso,18
4698,0.4,2020-03-30,Burkina Faso,18
4699,0.4,2020-03-31,Burkina Faso,18
4700,0.4,2020-04-01,Burkina Faso,18
4701,0.4,2020-04-02,Burkina Faso,18
4702,0.4,2020-04-03,Burkina Faso,18
4703,0.4,2020-04-04,Burkina Faso,18
4704,0.4,2020-04-05,Burkina Faso,18
4705,0.4,2020-04-06,Burkina Faso,18
4706,0.4,2020-04-07,Burkina Faso,18
4707,0.4,2020-04-08,Burkina Faso,18
4708,0.4,2020-04-09,Burkina Faso,18
4709,0.4,2020-04-10,Burkina Faso,18
4710,0.4,2020-04-11,Burkina Faso,18
4711,0.4,2020-04-12,Burkina Faso,18
4712,0.4,2020-04-13,Burkina Faso,18
4713,0.4,2020-04-14,Burkina Faso,18
4714,0.4,2020-04-15,Burkina Faso,18
4715,0.4,2020-04-16,Burkina Faso,18
4716,0.4,2020-04-17,Burkina Faso,18
4717,0.4,2020-04-18,Burkina Faso,18
4718,0.4,2020-04-19,Burkina Faso,18
4719,0.4,2020-04-20,Burkina Faso,18
4720,0.4,2020-04-21,Burkina Faso,18
4721,0.4,2020-04-22,Burkina Faso,18
4722,0.4,2020-04-23,Burkina Faso,18
4723,0.4,2020-04-24,Burkina Faso,18
4724,0.4,2020-04-25,Burkina Faso,18
4725,0.4,2020-04-26,Burkina Faso,18
4726,0.4,2020-04-27,Burkina Faso,18
4727,0.4,2020-04-28,Burkina Faso,18
4728,0.4,2020-04-29,Burkina Faso,18
4729,0.4,2020-04-30,Burkina Faso,18
4730,0.4,2020-05-01,Burkina Faso,18
4731,0.4,2020-05-02,Burkina Faso,18
