,stringency_index,date,location,cty_id
18639,66.67,2020-08-05,Gabon,69
18640,66.67,2020-08-06,Gabon,69
18641,66.67,2020-08-07,Gabon,69
18642,66.67,2020-08-08,Gabon,69
18643,66.67,2020-08-09,Gabon,69
18644,66.67,2020-08-10,Gabon,69
18645,66.67,2020-08-11,Gabon,69
18646,66.67,2020-08-12,Gabon,69
18647,66.67,2020-08-13,Gabon,69
18648,66.67,2020-08-14,Gabon,69
18649,66.67,2020-08-15,Gabon,69
18650,66.67,2020-08-16,Gabon,69
18651,66.67,2020-08-17,Gabon,69
18652,66.67,2020-08-18,Gabon,69
18653,66.67,2020-08-19,Gabon,69
18654,66.67,2020-08-20,Gabon,69
18655,66.67,2020-08-21,Gabon,69
18656,66.67,2020-08-22,Gabon,69
18657,66.67,2020-08-23,Gabon,69
18658,66.67,2020-08-24,Gabon,69
18659,66.67,2020-08-25,Gabon,69
18660,66.67,2020-08-26,Gabon,69
18661,66.67,2020-08-27,Gabon,69
18662,66.67,2020-08-28,Gabon,69
18663,66.67,2020-08-29,Gabon,69
18664,66.67,2020-08-30,Gabon,69
18665,66.67,2020-08-31,Gabon,69
18666,66.67,2020-09-01,Gabon,69
18667,66.67,2020-09-02,Gabon,69
18668,66.67,2020-09-03,Gabon,69
18669,66.67,2020-09-04,Gabon,69
18670,66.67,2020-09-05,Gabon,69
18671,66.67,2020-09-06,Gabon,69
18672,66.67,2020-09-07,Gabon,69
18673,66.67,2020-09-08,Gabon,69
18674,66.67,2020-09-09,Gabon,69
18675,66.67,2020-09-10,Gabon,69
18676,66.67,2020-09-11,Gabon,69
18677,66.67,2020-09-12,Gabon,69
18678,66.67,2020-09-13,Gabon,69
18679,66.67,2020-09-14,Gabon,69
18680,66.67,2020-09-15,Gabon,69
18681,66.67,2020-09-16,Gabon,69
18682,66.67,2020-09-17,Gabon,69
18683,66.67,2020-09-18,Gabon,69
18684,66.67,2020-09-19,Gabon,69
18685,66.67,2020-09-20,Gabon,69
18686,66.67,2020-09-21,Gabon,69
18687,66.67,2020-09-22,Gabon,69
18688,66.67,2020-09-23,Gabon,69
18689,66.67,2020-09-24,Gabon,69
18690,66.67,2020-09-25,Gabon,69
18691,66.67,2020-09-26,Gabon,69
18692,66.67,2020-09-27,Gabon,69
18693,66.67,2020-09-28,Gabon,69
18694,66.67,2020-09-29,Gabon,69
18695,66.67,2020-09-30,Gabon,69
18696,66.67,2020-10-01,Gabon,69
18697,66.67,2020-10-02,Gabon,69
18698,66.67,2020-10-03,Gabon,69
18699,66.67,2020-10-04,Gabon,69
18700,66.67,2020-10-05,Gabon,69
18701,74.07,2020-10-06,Gabon,69
18702,74.07,2020-10-07,Gabon,69
18703,74.07,2020-10-08,Gabon,69
18704,74.07,2020-10-09,Gabon,69
18705,74.07,2020-10-10,Gabon,69
18706,74.07,2020-10-11,Gabon,69
18707,74.07,2020-10-12,Gabon,69
18708,74.07,2020-10-13,Gabon,69
18709,74.07,2020-10-14,Gabon,69
18710,74.07,2020-10-15,Gabon,69
18711,72.22,2020-10-16,Gabon,69
18712,72.22,2020-10-17,Gabon,69
18713,72.22,2020-10-18,Gabon,69
18714,72.22,2020-10-19,Gabon,69
18715,72.22,2020-10-20,Gabon,69
18716,72.22,2020-10-21,Gabon,69
18717,72.22,2020-10-22,Gabon,69
18718,72.22,2020-10-23,Gabon,69
18719,72.22,2020-10-24,Gabon,69
18720,72.22,2020-10-25,Gabon,69
18721,72.22,2020-10-26,Gabon,69
18722,72.22,2020-10-27,Gabon,69
18723,72.22,2020-10-28,Gabon,69
18724,72.22,2020-10-29,Gabon,69
18725,72.22,2020-10-30,Gabon,69
18726,69.44,2020-10-31,Gabon,69
18727,69.44,2020-11-01,Gabon,69
18728,69.44,2020-11-02,Gabon,69
18729,69.44,2020-11-03,Gabon,69
18730,69.44,2020-11-04,Gabon,69
18731,69.44,2020-11-05,Gabon,69
18732,69.44,2020-11-06,Gabon,69
18733,69.44,2020-11-07,Gabon,69
18734,69.44,2020-11-08,Gabon,69
18735,69.44,2020-11-09,Gabon,69
18736,,2020-11-10,Gabon,69
18737,,2020-11-11,Gabon,69
18738,,2020-11-12,Gabon,69
18739,,2020-11-13,Gabon,69
18740,,2020-11-14,Gabon,69
18741,,2020-11-15,Gabon,69
18742,,2020-11-16,Gabon,69
18743,,2019-12-31,United Kingdom,70
18744,0.0,2020-01-01,United Kingdom,70
18745,0.0,2020-01-02,United Kingdom,70
18746,0.0,2020-01-03,United Kingdom,70
18747,0.0,2020-01-04,United Kingdom,70
18748,0.0,2020-01-05,United Kingdom,70
18749,0.0,2020-01-06,United Kingdom,70
18750,0.0,2020-01-07,United Kingdom,70
18751,0.0,2020-01-08,United Kingdom,70
18752,0.0,2020-01-09,United Kingdom,70
18753,0.0,2020-01-10,United Kingdom,70
18754,0.0,2020-01-11,United Kingdom,70
18755,0.0,2020-01-12,United Kingdom,70
18756,0.0,2020-01-13,United Kingdom,70
18757,0.0,2020-01-14,United Kingdom,70
18758,0.0,2020-01-15,United Kingdom,70
18759,0.0,2020-01-16,United Kingdom,70
18760,0.0,2020-01-17,United Kingdom,70
18761,0.0,2020-01-18,United Kingdom,70
18762,0.0,2020-01-19,United Kingdom,70
18763,5.56,2020-01-20,United Kingdom,70
18764,5.56,2020-01-21,United Kingdom,70
18765,5.56,2020-01-22,United Kingdom,70
18766,5.56,2020-01-23,United Kingdom,70
18767,5.56,2020-01-24,United Kingdom,70
18768,5.56,2020-01-25,United Kingdom,70
18769,5.56,2020-01-26,United Kingdom,70
18770,5.56,2020-01-27,United Kingdom,70
18771,5.56,2020-01-28,United Kingdom,70
18772,5.56,2020-01-29,United Kingdom,70
18773,5.56,2020-01-30,United Kingdom,70
18774,8.33,2020-01-31,United Kingdom,70
18775,8.33,2020-02-01,United Kingdom,70
18776,11.11,2020-02-02,United Kingdom,70
18777,11.11,2020-02-03,United Kingdom,70
18778,11.11,2020-02-04,United Kingdom,70
18779,11.11,2020-02-05,United Kingdom,70
18780,11.11,2020-02-06,United Kingdom,70
18781,11.11,2020-02-07,United Kingdom,70
18782,11.11,2020-02-08,United Kingdom,70
18783,11.11,2020-02-09,United Kingdom,70
18784,11.11,2020-02-10,United Kingdom,70
18785,11.11,2020-02-11,United Kingdom,70
18786,11.11,2020-02-12,United Kingdom,70
18787,11.11,2020-02-13,United Kingdom,70
18788,11.11,2020-02-14,United Kingdom,70
18789,11.11,2020-02-15,United Kingdom,70
18790,11.11,2020-02-16,United Kingdom,70
18791,11.11,2020-02-17,United Kingdom,70
18792,11.11,2020-02-18,United Kingdom,70
18793,11.11,2020-02-19,United Kingdom,70
18794,11.11,2020-02-20,United Kingdom,70
18795,11.11,2020-02-21,United Kingdom,70
18796,11.11,2020-02-22,United Kingdom,70
18797,11.11,2020-02-23,United Kingdom,70
18798,11.11,2020-02-24,United Kingdom,70
18799,11.11,2020-02-25,United Kingdom,70
18800,11.11,2020-02-26,United Kingdom,70
18801,11.11,2020-02-27,United Kingdom,70
18802,11.11,2020-02-28,United Kingdom,70
18803,11.11,2020-02-29,United Kingdom,70
18804,11.11,2020-03-01,United Kingdom,70
18805,11.11,2020-03-02,United Kingdom,70
18806,11.11,2020-03-03,United Kingdom,70
18807,11.11,2020-03-04,United Kingdom,70
18808,11.11,2020-03-05,United Kingdom,70
18809,11.11,2020-03-06,United Kingdom,70
18810,11.11,2020-03-07,United Kingdom,70
18811,11.11,2020-03-08,United Kingdom,70
18812,11.11,2020-03-09,United Kingdom,70
18813,11.11,2020-03-10,United Kingdom,70
18814,11.11,2020-03-11,United Kingdom,70
18815,11.11,2020-03-12,United Kingdom,70
18816,12.96,2020-03-13,United Kingdom,70
18817,12.96,2020-03-14,United Kingdom,70
18818,12.96,2020-03-15,United Kingdom,70
18819,16.67,2020-03-16,United Kingdom,70
18820,22.22,2020-03-17,United Kingdom,70
18821,31.48,2020-03-18,United Kingdom,70
18822,31.48,2020-03-19,United Kingdom,70
18823,37.04,2020-03-20,United Kingdom,70
18824,47.22,2020-03-21,United Kingdom,70
18825,62.04,2020-03-22,United Kingdom,70
18826,78.24,2020-03-23,United Kingdom,70
18827,79.63,2020-03-24,United Kingdom,70
18828,79.63,2020-03-25,United Kingdom,70
18829,79.63,2020-03-26,United Kingdom,70
18830,79.63,2020-03-27,United Kingdom,70
18831,79.63,2020-03-28,United Kingdom,70
18832,79.63,2020-03-29,United Kingdom,70
18833,79.63,2020-03-30,United Kingdom,70
18834,79.63,2020-03-31,United Kingdom,70
18835,79.63,2020-04-01,United Kingdom,70
18836,79.63,2020-04-02,United Kingdom,70
18837,79.63,2020-04-03,United Kingdom,70
18838,79.63,2020-04-04,United Kingdom,70
18839,79.63,2020-04-05,United Kingdom,70
18840,79.63,2020-04-06,United Kingdom,70
18841,79.63,2020-04-07,United Kingdom,70
18842,79.63,2020-04-08,United Kingdom,70
18843,79.63,2020-04-09,United Kingdom,70
18844,79.63,2020-04-10,United Kingdom,70
18845,79.63,2020-04-11,United Kingdom,70
18846,79.63,2020-04-12,United Kingdom,70
18847,79.63,2020-04-13,United Kingdom,70
18848,79.63,2020-04-14,United Kingdom,70
18849,79.63,2020-04-15,United Kingdom,70
18850,79.63,2020-04-16,United Kingdom,70
18851,79.63,2020-04-17,United Kingdom,70
18852,79.63,2020-04-18,United Kingdom,70
18853,79.63,2020-04-19,United Kingdom,70
18854,79.63,2020-04-20,United Kingdom,70
18855,79.63,2020-04-21,United Kingdom,70
18856,79.63,2020-04-22,United Kingdom,70
18857,79.63,2020-04-23,United Kingdom,70
18858,79.63,2020-04-24,United Kingdom,70
18859,79.63,2020-04-25,United Kingdom,70
18860,79.63,2020-04-26,United Kingdom,70
18861,79.63,2020-04-27,United Kingdom,70
18862,79.63,2020-04-28,United Kingdom,70
18863,79.63,2020-04-29,United Kingdom,70
18864,79.63,2020-04-30,United Kingdom,70
18865,79.63,2020-05-01,United Kingdom,70
18866,79.63,2020-05-02,United Kingdom,70
18867,79.63,2020-05-03,United Kingdom,70
18868,79.63,2020-05-04,United Kingdom,70
18869,79.63,2020-05-05,United Kingdom,70
18870,79.63,2020-05-06,United Kingdom,70
18871,79.63,2020-05-07,United Kingdom,70
18872,79.63,2020-05-08,United Kingdom,70
18873,79.63,2020-05-09,United Kingdom,70
18874,79.63,2020-05-10,United Kingdom,70
18875,77.78,2020-05-11,United Kingdom,70
18876,77.78,2020-05-12,United Kingdom,70
18877,71.3,2020-05-13,United Kingdom,70
18878,71.3,2020-05-14,United Kingdom,70
18879,71.3,2020-05-15,United Kingdom,70
18880,71.3,2020-05-16,United Kingdom,70
18881,71.3,2020-05-17,United Kingdom,70
18882,71.3,2020-05-18,United Kingdom,70
18883,71.3,2020-05-19,United Kingdom,70
18884,71.3,2020-05-20,United Kingdom,70
18885,71.3,2020-05-21,United Kingdom,70
18886,71.3,2020-05-22,United Kingdom,70
18887,71.3,2020-05-23,United Kingdom,70
18888,71.3,2020-05-24,United Kingdom,70
18889,71.3,2020-05-25,United Kingdom,70
18890,71.3,2020-05-26,United Kingdom,70
18891,71.3,2020-05-27,United Kingdom,70
18892,71.3,2020-05-28,United Kingdom,70
18893,69.44,2020-05-29,United Kingdom,70
18894,69.44,2020-05-30,United Kingdom,70
18895,69.44,2020-05-31,United Kingdom,70
18896,67.59,2020-06-01,United Kingdom,70
18897,67.59,2020-06-02,United Kingdom,70
18898,67.59,2020-06-03,United Kingdom,70
18899,67.59,2020-06-04,United Kingdom,70
18900,67.59,2020-06-05,United Kingdom,70
18901,67.59,2020-06-06,United Kingdom,70
18902,67.59,2020-06-07,United Kingdom,70
18903,73.15,2020-06-08,United Kingdom,70
18904,73.15,2020-06-09,United Kingdom,70
18905,73.15,2020-06-10,United Kingdom,70
18906,73.15,2020-06-11,United Kingdom,70
18907,73.15,2020-06-12,United Kingdom,70
18908,73.15,2020-06-13,United Kingdom,70
18909,73.15,2020-06-14,United Kingdom,70
18910,71.3,2020-06-15,United Kingdom,70
18911,71.3,2020-06-16,United Kingdom,70
18912,71.3,2020-06-17,United Kingdom,70
18913,71.3,2020-06-18,United Kingdom,70
18914,71.3,2020-06-19,United Kingdom,70
18915,71.3,2020-06-20,United Kingdom,70
18916,71.3,2020-06-21,United Kingdom,70
18917,71.3,2020-06-22,United Kingdom,70
18918,71.3,2020-06-23,United Kingdom,70
18919,71.3,2020-06-24,United Kingdom,70
18920,71.3,2020-06-25,United Kingdom,70
18921,71.3,2020-06-26,United Kingdom,70
18922,71.3,2020-06-27,United Kingdom,70
18923,71.3,2020-06-28,United Kingdom,70
18924,71.3,2020-06-29,United Kingdom,70
18925,71.3,2020-06-30,United Kingdom,70
18926,71.3,2020-07-01,United Kingdom,70
18927,71.3,2020-07-02,United Kingdom,70
18928,71.3,2020-07-03,United Kingdom,70
18929,69.91,2020-07-04,United Kingdom,70
18930,69.91,2020-07-05,United Kingdom,70
18931,64.35,2020-07-06,United Kingdom,70
18932,64.35,2020-07-07,United Kingdom,70
18933,64.35,2020-07-08,United Kingdom,70
18934,64.35,2020-07-09,United Kingdom,70
18935,64.35,2020-07-10,United Kingdom,70
18936,64.35,2020-07-11,United Kingdom,70
18937,64.35,2020-07-12,United Kingdom,70
18938,64.35,2020-07-13,United Kingdom,70
18939,64.35,2020-07-14,United Kingdom,70
18940,64.35,2020-07-15,United Kingdom,70
18941,64.35,2020-07-16,United Kingdom,70
18942,64.35,2020-07-17,United Kingdom,70
18943,64.35,2020-07-18,United Kingdom,70
18944,64.35,2020-07-19,United Kingdom,70
18945,64.35,2020-07-20,United Kingdom,70
18946,64.35,2020-07-21,United Kingdom,70
18947,64.35,2020-07-22,United Kingdom,70
18948,64.35,2020-07-23,United Kingdom,70
18949,64.35,2020-07-24,United Kingdom,70
18950,64.35,2020-07-25,United Kingdom,70
18951,64.35,2020-07-26,United Kingdom,70
18952,64.35,2020-07-27,United Kingdom,70
18953,64.35,2020-07-28,United Kingdom,70
18954,64.35,2020-07-29,United Kingdom,70
18955,64.35,2020-07-30,United Kingdom,70
18956,64.35,2020-07-31,United Kingdom,70
18957,69.91,2020-08-01,United Kingdom,70
18958,69.91,2020-08-02,United Kingdom,70
18959,69.91,2020-08-03,United Kingdom,70
18960,69.91,2020-08-04,United Kingdom,70
18961,69.91,2020-08-05,United Kingdom,70
18962,69.91,2020-08-06,United Kingdom,70
18963,69.91,2020-08-07,United Kingdom,70
18964,69.91,2020-08-08,United Kingdom,70
18965,69.91,2020-08-09,United Kingdom,70
18966,69.91,2020-08-10,United Kingdom,70
18967,69.91,2020-08-11,United Kingdom,70
18968,69.91,2020-08-12,United Kingdom,70
18969,66.2,2020-08-13,United Kingdom,70
18970,66.2,2020-08-14,United Kingdom,70
18971,66.2,2020-08-15,United Kingdom,70
18972,66.2,2020-08-16,United Kingdom,70
18973,66.2,2020-08-17,United Kingdom,70
18974,66.2,2020-08-18,United Kingdom,70
18975,66.2,2020-08-19,United Kingdom,70
18976,66.2,2020-08-20,United Kingdom,70
18977,66.2,2020-08-21,United Kingdom,70
18978,66.2,2020-08-22,United Kingdom,70
18979,66.2,2020-08-23,United Kingdom,70
18980,66.2,2020-08-24,United Kingdom,70
18981,66.2,2020-08-25,United Kingdom,70
18982,66.2,2020-08-26,United Kingdom,70
18983,66.2,2020-08-27,United Kingdom,70
18984,66.2,2020-08-28,United Kingdom,70
18985,66.2,2020-08-29,United Kingdom,70
18986,66.2,2020-08-30,United Kingdom,70
18987,66.2,2020-08-31,United Kingdom,70
18988,64.35,2020-09-01,United Kingdom,70
18989,64.35,2020-09-02,United Kingdom,70
18990,64.35,2020-09-03,United Kingdom,70
18991,64.35,2020-09-04,United Kingdom,70
18992,64.35,2020-09-05,United Kingdom,70
18993,64.35,2020-09-06,United Kingdom,70
18994,64.35,2020-09-07,United Kingdom,70
18995,64.35,2020-09-08,United Kingdom,70
18996,64.35,2020-09-09,United Kingdom,70
18997,64.35,2020-09-10,United Kingdom,70
18998,64.35,2020-09-11,United Kingdom,70
18999,64.35,2020-09-12,United Kingdom,70
19000,64.35,2020-09-13,United Kingdom,70
19001,65.74,2020-09-14,United Kingdom,70
19002,65.74,2020-09-15,United Kingdom,70
19003,65.74,2020-09-16,United Kingdom,70
19004,65.74,2020-09-17,United Kingdom,70
19005,65.74,2020-09-18,United Kingdom,70
19006,65.74,2020-09-19,United Kingdom,70
19007,65.74,2020-09-20,United Kingdom,70
19008,65.74,2020-09-21,United Kingdom,70
19009,65.74,2020-09-22,United Kingdom,70
19010,65.74,2020-09-23,United Kingdom,70
19011,67.59,2020-09-24,United Kingdom,70
19012,67.59,2020-09-25,United Kingdom,70
19013,67.59,2020-09-26,United Kingdom,70
19014,67.59,2020-09-27,United Kingdom,70
19015,67.59,2020-09-28,United Kingdom,70
19016,67.59,2020-09-29,United Kingdom,70
19017,67.59,2020-09-30,United Kingdom,70
19018,67.59,2020-10-01,United Kingdom,70
19019,67.59,2020-10-02,United Kingdom,70
19020,67.59,2020-10-03,United Kingdom,70
19021,67.59,2020-10-04,United Kingdom,70
19022,67.59,2020-10-05,United Kingdom,70
19023,67.59,2020-10-06,United Kingdom,70
19024,67.59,2020-10-07,United Kingdom,70
19025,67.59,2020-10-08,United Kingdom,70
19026,67.59,2020-10-09,United Kingdom,70
19027,67.59,2020-10-10,United Kingdom,70
19028,67.59,2020-10-11,United Kingdom,70
19029,60.19,2020-10-12,United Kingdom,70
19030,60.19,2020-10-13,United Kingdom,70
19031,60.19,2020-10-14,United Kingdom,70
19032,60.19,2020-10-15,United Kingdom,70
19033,60.19,2020-10-16,United Kingdom,70
19034,60.19,2020-10-17,United Kingdom,70
19035,60.19,2020-10-18,United Kingdom,70
19036,65.74,2020-10-19,United Kingdom,70
19037,65.74,2020-10-20,United Kingdom,70
19038,65.74,2020-10-21,United Kingdom,70
19039,67.59,2020-10-22,United Kingdom,70
19040,75.0,2020-10-23,United Kingdom,70
19041,75.0,2020-10-24,United Kingdom,70
19042,75.0,2020-10-25,United Kingdom,70
19043,75.0,2020-10-26,United Kingdom,70
19044,75.0,2020-10-27,United Kingdom,70
19045,75.0,2020-10-28,United Kingdom,70
19046,75.0,2020-10-29,United Kingdom,70
19047,75.0,2020-10-30,United Kingdom,70
19048,75.0,2020-10-31,United Kingdom,70
19049,75.0,2020-11-01,United Kingdom,70
19050,75.0,2020-11-02,United Kingdom,70
19051,75.0,2020-11-03,United Kingdom,70
19052,75.0,2020-11-04,United Kingdom,70
19053,75.0,2020-11-05,United Kingdom,70
19054,,2020-11-06,United Kingdom,70
19055,,2020-11-07,United Kingdom,70
19056,,2020-11-08,United Kingdom,70
19057,,2020-11-09,United Kingdom,70
19058,,2020-11-10,United Kingdom,70
19059,,2020-11-11,United Kingdom,70
19060,,2020-11-12,United Kingdom,70
19061,,2020-11-13,United Kingdom,70
19062,,2020-11-14,United Kingdom,70
19063,,2020-11-15,United Kingdom,70
19064,,2020-11-16,United Kingdom,70
19065,,2019-12-31,Georgia,71
19066,0.0,2020-01-01,Georgia,71
19067,0.0,2020-01-02,Georgia,71
19068,0.0,2020-01-03,Georgia,71
19069,0.0,2020-01-04,Georgia,71
19070,0.0,2020-01-05,Georgia,71
19071,0.0,2020-01-06,Georgia,71
19072,0.0,2020-01-07,Georgia,71
19073,0.0,2020-01-08,Georgia,71
19074,0.0,2020-01-09,Georgia,71
19075,0.0,2020-01-10,Georgia,71
19076,0.0,2020-01-11,Georgia,71
19077,0.0,2020-01-12,Georgia,71
19078,0.0,2020-01-13,Georgia,71
19079,0.0,2020-01-14,Georgia,71
19080,0.0,2020-01-15,Georgia,71
19081,0.0,2020-01-16,Georgia,71
19082,0.0,2020-01-17,Georgia,71
19083,0.0,2020-01-18,Georgia,71
19084,0.0,2020-01-19,Georgia,71
19085,0.0,2020-01-20,Georgia,71
19086,0.0,2020-01-21,Georgia,71
19087,0.0,2020-01-22,Georgia,71
19088,0.0,2020-01-23,Georgia,71
19089,0.0,2020-01-24,Georgia,71
19090,0.0,2020-01-25,Georgia,71
19091,0.0,2020-01-26,Georgia,71
19092,0.0,2020-01-27,Georgia,71
19093,8.33,2020-01-28,Georgia,71
19094,19.44,2020-01-29,Georgia,71
19095,19.44,2020-01-30,Georgia,71
19096,19.44,2020-01-31,Georgia,71
19097,19.44,2020-02-01,Georgia,71
19098,19.44,2020-02-02,Georgia,71
19099,19.44,2020-02-03,Georgia,71
19100,19.44,2020-02-04,Georgia,71
19101,19.44,2020-02-05,Georgia,71
19102,19.44,2020-02-06,Georgia,71
19103,19.44,2020-02-07,Georgia,71
19104,19.44,2020-02-08,Georgia,71
19105,19.44,2020-02-09,Georgia,71
19106,19.44,2020-02-10,Georgia,71
19107,19.44,2020-02-11,Georgia,71
19108,19.44,2020-02-12,Georgia,71
19109,19.44,2020-02-13,Georgia,71
19110,19.44,2020-02-14,Georgia,71
19111,19.44,2020-02-15,Georgia,71
19112,19.44,2020-02-16,Georgia,71
19113,19.44,2020-02-17,Georgia,71
19114,19.44,2020-02-18,Georgia,71
19115,19.44,2020-02-19,Georgia,71
19116,19.44,2020-02-20,Georgia,71
19117,19.44,2020-02-21,Georgia,71
19118,19.44,2020-02-22,Georgia,71
19119,19.44,2020-02-23,Georgia,71
19120,19.44,2020-02-24,Georgia,71
19121,19.44,2020-02-25,Georgia,71
19122,19.44,2020-02-26,Georgia,71
19123,19.44,2020-02-27,Georgia,71
19124,19.44,2020-02-28,Georgia,71
19125,19.44,2020-02-29,Georgia,71
19126,30.56,2020-03-01,Georgia,71
19127,41.67,2020-03-02,Georgia,71
19128,41.67,2020-03-03,Georgia,71
19129,41.67,2020-03-04,Georgia,71
19130,41.67,2020-03-05,Georgia,71
19131,41.67,2020-03-06,Georgia,71
19132,41.67,2020-03-07,Georgia,71
19133,41.67,2020-03-08,Georgia,71
19134,45.37,2020-03-09,Georgia,71
19135,45.37,2020-03-10,Georgia,71
19136,45.37,2020-03-11,Georgia,71
19137,45.37,2020-03-12,Georgia,71
19138,45.37,2020-03-13,Georgia,71
19139,52.78,2020-03-14,Georgia,71
19140,52.78,2020-03-15,Georgia,71
19141,52.78,2020-03-16,Georgia,71
19142,52.78,2020-03-17,Georgia,71
19143,55.56,2020-03-18,Georgia,71
19144,59.26,2020-03-19,Georgia,71
19145,59.26,2020-03-20,Georgia,71
19146,70.37,2020-03-21,Georgia,71
19147,78.7,2020-03-22,Georgia,71
19148,88.89,2020-03-23,Georgia,71
19149,88.89,2020-03-24,Georgia,71
19150,88.89,2020-03-25,Georgia,71
19151,90.74,2020-03-26,Georgia,71
19152,90.74,2020-03-27,Georgia,71
19153,90.74,2020-03-28,Georgia,71
19154,90.74,2020-03-29,Georgia,71
19155,90.74,2020-03-30,Georgia,71
19156,100.0,2020-03-31,Georgia,71
19157,100.0,2020-04-01,Georgia,71
19158,100.0,2020-04-02,Georgia,71
19159,100.0,2020-04-03,Georgia,71
19160,100.0,2020-04-04,Georgia,71
19161,100.0,2020-04-05,Georgia,71
19162,100.0,2020-04-06,Georgia,71
19163,100.0,2020-04-07,Georgia,71
19164,100.0,2020-04-08,Georgia,71
19165,100.0,2020-04-09,Georgia,71
19166,100.0,2020-04-10,Georgia,71
19167,100.0,2020-04-11,Georgia,71
19168,100.0,2020-04-12,Georgia,71
19169,100.0,2020-04-13,Georgia,71
19170,100.0,2020-04-14,Georgia,71
19171,100.0,2020-04-15,Georgia,71
19172,100.0,2020-04-16,Georgia,71
19173,100.0,2020-04-17,Georgia,71
19174,100.0,2020-04-18,Georgia,71
19175,100.0,2020-04-19,Georgia,71
19176,100.0,2020-04-20,Georgia,71
19177,100.0,2020-04-21,Georgia,71
19178,100.0,2020-04-22,Georgia,71
19179,100.0,2020-04-23,Georgia,71
19180,100.0,2020-04-24,Georgia,71
19181,100.0,2020-04-25,Georgia,71
19182,100.0,2020-04-26,Georgia,71
19183,96.3,2020-04-27,Georgia,71
19184,96.3,2020-04-28,Georgia,71
19185,96.3,2020-04-29,Georgia,71
19186,96.3,2020-04-30,Georgia,71
19187,96.3,2020-05-01,Georgia,71
19188,96.3,2020-05-02,Georgia,71
19189,96.3,2020-05-03,Georgia,71
19190,96.3,2020-05-04,Georgia,71
19191,96.3,2020-05-05,Georgia,71
19192,96.3,2020-05-06,Georgia,71
19193,96.3,2020-05-07,Georgia,71
19194,96.3,2020-05-08,Georgia,71
19195,96.3,2020-05-09,Georgia,71
19196,96.3,2020-05-10,Georgia,71
19197,96.3,2020-05-11,Georgia,71
19198,96.3,2020-05-12,Georgia,71
19199,96.3,2020-05-13,Georgia,71
19200,96.3,2020-05-14,Georgia,71
19201,96.3,2020-05-15,Georgia,71
19202,96.3,2020-05-16,Georgia,71
19203,96.3,2020-05-17,Georgia,71
19204,96.3,2020-05-18,Georgia,71
19205,96.3,2020-05-19,Georgia,71
19206,96.3,2020-05-20,Georgia,71
19207,96.3,2020-05-21,Georgia,71
19208,96.3,2020-05-22,Georgia,71
19209,86.11,2020-05-23,Georgia,71
19210,86.11,2020-05-24,Georgia,71
19211,86.11,2020-05-25,Georgia,71
19212,86.11,2020-05-26,Georgia,71
19213,86.11,2020-05-27,Georgia,71
19214,86.11,2020-05-28,Georgia,71
19215,71.3,2020-05-29,Georgia,71
19216,71.3,2020-05-30,Georgia,71
19217,71.3,2020-05-31,Georgia,71
19218,71.3,2020-06-01,Georgia,71
19219,71.3,2020-06-02,Georgia,71
19220,71.3,2020-06-03,Georgia,71
19221,71.3,2020-06-04,Georgia,71
19222,71.3,2020-06-05,Georgia,71
19223,71.3,2020-06-06,Georgia,71
19224,71.3,2020-06-07,Georgia,71
19225,71.3,2020-06-08,Georgia,71
19226,71.3,2020-06-09,Georgia,71
19227,71.3,2020-06-10,Georgia,71
19228,71.3,2020-06-11,Georgia,71
19229,71.3,2020-06-12,Georgia,71
19230,71.3,2020-06-13,Georgia,71
19231,71.3,2020-06-14,Georgia,71
19232,60.19,2020-06-15,Georgia,71
19233,60.19,2020-06-16,Georgia,71
19234,60.19,2020-06-17,Georgia,71
19235,60.19,2020-06-18,Georgia,71
19236,57.41,2020-06-19,Georgia,71
19237,57.41,2020-06-20,Georgia,71
19238,57.41,2020-06-21,Georgia,71
19239,57.41,2020-06-22,Georgia,71
19240,57.41,2020-06-23,Georgia,71
19241,57.41,2020-06-24,Georgia,71
19242,57.41,2020-06-25,Georgia,71
19243,57.41,2020-06-26,Georgia,71
19244,57.41,2020-06-27,Georgia,71
19245,57.41,2020-06-28,Georgia,71
19246,57.41,2020-06-29,Georgia,71
19247,60.19,2020-06-30,Georgia,71
19248,60.19,2020-07-01,Georgia,71
19249,60.19,2020-07-02,Georgia,71
19250,60.19,2020-07-03,Georgia,71
19251,60.19,2020-07-04,Georgia,71
19252,60.19,2020-07-05,Georgia,71
19253,60.19,2020-07-06,Georgia,71
19254,60.19,2020-07-07,Georgia,71
19255,60.19,2020-07-08,Georgia,71
19256,60.19,2020-07-09,Georgia,71
19257,59.26,2020-07-10,Georgia,71
19258,59.26,2020-07-11,Georgia,71
19259,59.26,2020-07-12,Georgia,71
19260,53.7,2020-07-13,Georgia,71
19261,53.7,2020-07-14,Georgia,71
19262,53.7,2020-07-15,Georgia,71
19263,53.7,2020-07-16,Georgia,71
19264,53.7,2020-07-17,Georgia,71
19265,53.7,2020-07-18,Georgia,71
19266,53.7,2020-07-19,Georgia,71
19267,53.7,2020-07-20,Georgia,71
19268,53.7,2020-07-21,Georgia,71
19269,53.7,2020-07-22,Georgia,71
19270,53.7,2020-07-23,Georgia,71
19271,53.7,2020-07-24,Georgia,71
19272,53.7,2020-07-25,Georgia,71
19273,53.7,2020-07-26,Georgia,71
19274,53.7,2020-07-27,Georgia,71
19275,53.7,2020-07-28,Georgia,71
19276,53.7,2020-07-29,Georgia,71
