,stringency_index,date,location,cty_id
0,0.0,2020-03-13,Aruba,1
1,33.33,2020-03-19,Aruba,1
2,33.33,2020-03-20,Aruba,1
3,44.44,2020-03-21,Aruba,1
4,44.44,2020-03-22,Aruba,1
5,44.44,2020-03-23,Aruba,1
6,44.44,2020-03-24,Aruba,1
7,44.44,2020-03-25,Aruba,1
8,44.44,2020-03-26,Aruba,1
9,44.44,2020-03-27,Aruba,1
10,44.44,2020-03-28,Aruba,1
11,85.19,2020-03-29,Aruba,1
12,85.19,2020-03-30,Aruba,1
13,85.19,2020-03-31,Aruba,1
14,85.19,2020-04-01,Aruba,1
15,85.19,2020-04-02,Aruba,1
16,85.19,2020-04-03,Aruba,1
17,85.19,2020-04-04,Aruba,1
18,85.19,2020-04-05,Aruba,1
19,85.19,2020-04-06,Aruba,1
20,85.19,2020-04-07,Aruba,1
21,85.19,2020-04-08,Aruba,1
22,85.19,2020-04-09,Aruba,1
23,88.89,2020-04-10,Aruba,1
24,85.19,2020-04-11,Aruba,1
25,88.89,2020-04-12,Aruba,1
26,88.89,2020-04-13,Aruba,1
27,85.19,2020-04-14,Aruba,1
28,85.19,2020-04-15,Aruba,1
29,85.19,2020-04-16,Aruba,1
30,85.19,2020-04-17,Aruba,1
31,85.19,2020-04-18,Aruba,1
32,85.19,2020-04-19,Aruba,1
33,85.19,2020-04-20,Aruba,1
34,85.19,2020-04-21,Aruba,1
35,85.19,2020-04-22,Aruba,1
36,85.19,2020-04-23,Aruba,1
37,85.19,2020-04-24,Aruba,1
38,85.19,2020-04-25,Aruba,1
39,85.19,2020-04-26,Aruba,1
40,85.19,2020-04-27,Aruba,1
41,85.19,2020-04-28,Aruba,1
42,85.19,2020-04-29,Aruba,1
43,85.19,2020-04-30,Aruba,1
44,85.19,2020-05-01,Aruba,1
45,85.19,2020-05-02,Aruba,1
46,85.19,2020-05-03,Aruba,1
47,81.48,2020-05-04,Aruba,1
48,81.48,2020-05-05,Aruba,1
49,81.48,2020-05-06,Aruba,1
50,81.48,2020-05-07,Aruba,1
51,81.48,2020-05-08,Aruba,1
52,81.48,2020-05-09,Aruba,1
53,81.48,2020-05-10,Aruba,1
54,81.48,2020-05-11,Aruba,1
55,81.48,2020-05-12,Aruba,1
56,81.48,2020-05-13,Aruba,1
57,81.48,2020-05-14,Aruba,1
58,81.48,2020-05-15,Aruba,1
59,81.48,2020-05-16,Aruba,1
60,81.48,2020-05-17,Aruba,1
61,59.26,2020-05-18,Aruba,1
62,59.26,2020-05-19,Aruba,1
63,59.26,2020-05-20,Aruba,1
64,59.26,2020-05-21,Aruba,1
65,59.26,2020-05-22,Aruba,1
66,59.26,2020-05-23,Aruba,1
67,59.26,2020-05-24,Aruba,1
68,59.26,2020-05-25,Aruba,1
69,59.26,2020-05-26,Aruba,1
70,59.26,2020-05-27,Aruba,1
71,55.56,2020-05-28,Aruba,1
72,55.56,2020-05-29,Aruba,1
73,55.56,2020-05-30,Aruba,1
74,50.0,2020-05-31,Aruba,1
75,50.0,2020-06-01,Aruba,1
76,50.0,2020-06-02,Aruba,1
77,50.0,2020-06-03,Aruba,1
78,50.0,2020-06-04,Aruba,1
79,50.0,2020-06-05,Aruba,1
80,50.0,2020-06-06,Aruba,1
81,50.0,2020-06-07,Aruba,1
82,50.0,2020-06-08,Aruba,1
83,50.0,2020-06-09,Aruba,1
84,43.52,2020-06-10,Aruba,1
85,43.52,2020-06-11,Aruba,1
86,43.52,2020-06-12,Aruba,1
87,43.52,2020-06-13,Aruba,1
88,43.52,2020-06-14,Aruba,1
89,43.52,2020-06-15,Aruba,1
90,43.52,2020-06-16,Aruba,1
91,43.52,2020-06-17,Aruba,1
92,43.52,2020-06-18,Aruba,1
93,43.52,2020-06-19,Aruba,1
94,43.52,2020-06-20,Aruba,1
95,43.52,2020-06-21,Aruba,1
96,43.52,2020-06-22,Aruba,1
97,43.52,2020-06-23,Aruba,1
98,43.52,2020-06-24,Aruba,1
99,43.52,2020-06-25,Aruba,1
100,43.52,2020-06-26,Aruba,1
101,43.52,2020-06-27,Aruba,1
102,43.52,2020-06-28,Aruba,1
103,43.52,2020-06-29,Aruba,1
104,43.52,2020-06-30,Aruba,1
105,43.52,2020-07-01,Aruba,1
106,43.52,2020-07-02,Aruba,1
107,43.52,2020-07-03,Aruba,1
108,43.52,2020-07-04,Aruba,1
109,43.52,2020-07-05,Aruba,1
110,43.52,2020-07-06,Aruba,1
111,43.52,2020-07-07,Aruba,1
112,43.52,2020-07-08,Aruba,1
113,43.52,2020-07-09,Aruba,1
114,43.52,2020-07-10,Aruba,1
115,43.52,2020-07-11,Aruba,1
116,43.52,2020-07-12,Aruba,1
117,43.52,2020-07-13,Aruba,1
118,43.52,2020-07-14,Aruba,1
119,43.52,2020-07-15,Aruba,1
120,43.52,2020-07-16,Aruba,1
121,43.52,2020-07-17,Aruba,1
122,43.52,2020-07-18,Aruba,1
123,43.52,2020-07-19,Aruba,1
124,43.52,2020-07-20,Aruba,1
125,43.52,2020-07-21,Aruba,1
126,43.52,2020-07-22,Aruba,1
127,43.52,2020-07-23,Aruba,1
128,43.52,2020-07-24,Aruba,1
129,43.52,2020-07-25,Aruba,1
130,43.52,2020-07-26,Aruba,1
131,43.52,2020-07-27,Aruba,1
132,43.52,2020-07-28,Aruba,1
133,43.52,2020-07-29,Aruba,1
134,43.52,2020-07-30,Aruba,1
135,43.52,2020-07-31,Aruba,1
136,43.52,2020-08-01,Aruba,1
137,43.52,2020-08-02,Aruba,1
138,43.52,2020-08-03,Aruba,1
139,54.63,2020-08-04,Aruba,1
140,54.63,2020-08-05,Aruba,1
141,54.63,2020-08-06,Aruba,1
142,58.33,2020-08-07,Aruba,1
143,58.33,2020-08-08,Aruba,1
144,58.33,2020-08-09,Aruba,1
145,58.33,2020-08-10,Aruba,1
146,58.33,2020-08-11,Aruba,1
147,58.33,2020-08-12,Aruba,1
148,58.33,2020-08-13,Aruba,1
149,58.33,2020-08-14,Aruba,1
150,58.33,2020-08-15,Aruba,1
151,58.33,2020-08-16,Aruba,1
152,58.33,2020-08-17,Aruba,1
153,69.44,2020-08-18,Aruba,1
154,69.44,2020-08-19,Aruba,1
155,69.44,2020-08-20,Aruba,1
156,69.44,2020-08-21,Aruba,1
157,69.44,2020-08-22,Aruba,1
158,69.44,2020-08-23,Aruba,1
159,69.44,2020-08-24,Aruba,1
160,69.44,2020-08-25,Aruba,1
161,69.44,2020-08-26,Aruba,1
162,69.44,2020-08-27,Aruba,1
163,71.76,2020-08-28,Aruba,1
164,71.76,2020-08-29,Aruba,1
165,71.76,2020-08-30,Aruba,1
166,71.76,2020-08-31,Aruba,1
167,71.76,2020-09-01,Aruba,1
168,71.76,2020-09-02,Aruba,1
169,64.35,2020-09-03,Aruba,1
170,64.35,2020-09-04,Aruba,1
171,64.35,2020-09-05,Aruba,1
172,64.35,2020-09-06,Aruba,1
173,58.8,2020-09-07,Aruba,1
174,58.8,2020-09-08,Aruba,1
175,58.8,2020-09-09,Aruba,1
176,58.8,2020-09-10,Aruba,1
177,56.02,2020-09-11,Aruba,1
178,56.02,2020-09-12,Aruba,1
179,56.02,2020-09-13,Aruba,1
180,56.02,2020-09-14,Aruba,1
181,56.02,2020-09-15,Aruba,1
182,56.02,2020-09-16,Aruba,1
183,56.02,2020-09-17,Aruba,1
184,56.02,2020-09-18,Aruba,1
185,56.02,2020-09-19,Aruba,1
186,56.02,2020-09-20,Aruba,1
187,50.46,2020-09-21,Aruba,1
188,50.46,2020-09-22,Aruba,1
189,50.46,2020-09-23,Aruba,1
190,50.46,2020-09-24,Aruba,1
191,50.46,2020-09-25,Aruba,1
192,50.46,2020-09-26,Aruba,1
193,50.46,2020-09-27,Aruba,1
194,50.46,2020-09-28,Aruba,1
195,50.46,2020-09-29,Aruba,1
196,50.46,2020-09-30,Aruba,1
197,50.46,2020-10-01,Aruba,1
198,50.46,2020-10-02,Aruba,1
199,50.46,2020-10-03,Aruba,1
200,50.46,2020-10-04,Aruba,1
201,50.46,2020-10-05,Aruba,1
202,50.46,2020-10-06,Aruba,1
203,50.46,2020-10-07,Aruba,1
204,50.46,2020-10-08,Aruba,1
205,50.46,2020-10-09,Aruba,1
206,50.46,2020-10-10,Aruba,1
207,50.46,2020-10-11,Aruba,1
208,50.46,2020-10-12,Aruba,1
209,50.46,2020-10-13,Aruba,1
210,50.46,2020-10-14,Aruba,1
211,50.46,2020-10-15,Aruba,1
212,50.46,2020-10-16,Aruba,1
213,50.46,2020-10-17,Aruba,1
214,50.46,2020-10-18,Aruba,1
215,50.46,2020-10-19,Aruba,1
216,50.46,2020-10-20,Aruba,1
217,50.46,2020-10-21,Aruba,1
218,37.04,2020-10-22,Aruba,1
219,37.04,2020-10-23,Aruba,1
220,37.04,2020-10-24,Aruba,1
221,37.04,2020-10-25,Aruba,1
222,37.04,2020-10-26,Aruba,1
223,37.04,2020-10-27,Aruba,1
224,37.04,2020-10-28,Aruba,1
225,37.04,2020-10-29,Aruba,1
226,37.04,2020-10-30,Aruba,1
227,37.04,2020-10-31,Aruba,1
228,37.04,2020-11-01,Aruba,1
229,37.04,2020-11-02,Aruba,1
230,37.04,2020-11-03,Aruba,1
231,,2020-11-04,Aruba,1
232,,2020-11-05,Aruba,1
233,,2020-11-06,Aruba,1
234,,2020-11-07,Aruba,1
235,,2020-11-08,Aruba,1
236,,2020-11-09,Aruba,1
237,,2020-11-10,Aruba,1
238,,2020-11-11,Aruba,1
239,,2020-11-12,Aruba,1
240,,2020-11-13,Aruba,1
241,,2020-11-14,Aruba,1
242,,2020-11-15,Aruba,1
243,,2020-11-16,Aruba,1
244,,2019-12-31,Afghanistan,2
245,0.0,2020-01-01,Afghanistan,2
246,0.0,2020-01-02,Afghanistan,2
247,0.0,2020-01-03,Afghanistan,2
248,0.0,2020-01-04,Afghanistan,2
249,0.0,2020-01-05,Afghanistan,2
250,0.0,2020-01-06,Afghanistan,2
251,0.0,2020-01-07,Afghanistan,2
252,0.0,2020-01-08,Afghanistan,2
253,0.0,2020-01-09,Afghanistan,2
254,0.0,2020-01-10,Afghanistan,2
255,0.0,2020-01-11,Afghanistan,2
256,0.0,2020-01-12,Afghanistan,2
257,0.0,2020-01-13,Afghanistan,2
258,0.0,2020-01-14,Afghanistan,2
259,0.0,2020-01-15,Afghanistan,2
260,0.0,2020-01-16,Afghanistan,2
261,0.0,2020-01-17,Afghanistan,2
262,0.0,2020-01-18,Afghanistan,2
263,0.0,2020-01-19,Afghanistan,2
264,0.0,2020-01-20,Afghanistan,2
265,0.0,2020-01-21,Afghanistan,2
266,0.0,2020-01-22,Afghanistan,2
267,0.0,2020-01-23,Afghanistan,2
268,0.0,2020-01-24,Afghanistan,2
269,0.0,2020-01-25,Afghanistan,2
270,0.0,2020-01-26,Afghanistan,2
271,0.0,2020-01-27,Afghanistan,2
272,0.0,2020-01-28,Afghanistan,2
273,0.0,2020-01-29,Afghanistan,2
274,0.0,2020-01-30,Afghanistan,2
275,0.0,2020-01-31,Afghanistan,2
276,0.0,2020-02-01,Afghanistan,2
277,0.0,2020-02-02,Afghanistan,2
278,0.0,2020-02-03,Afghanistan,2
279,0.0,2020-02-04,Afghanistan,2
280,0.0,2020-02-05,Afghanistan,2
281,0.0,2020-02-06,Afghanistan,2
282,0.0,2020-02-07,Afghanistan,2
283,0.0,2020-02-08,Afghanistan,2
284,0.0,2020-02-09,Afghanistan,2
285,0.0,2020-02-10,Afghanistan,2
286,0.0,2020-02-11,Afghanistan,2
287,0.0,2020-02-12,Afghanistan,2
288,0.0,2020-02-13,Afghanistan,2
289,0.0,2020-02-14,Afghanistan,2
290,0.0,2020-02-15,Afghanistan,2
291,0.0,2020-02-16,Afghanistan,2
292,0.0,2020-02-17,Afghanistan,2
293,0.0,2020-02-18,Afghanistan,2
294,0.0,2020-02-19,Afghanistan,2
295,0.0,2020-02-20,Afghanistan,2
296,0.0,2020-02-21,Afghanistan,2
297,0.0,2020-02-22,Afghanistan,2
298,8.33,2020-02-23,Afghanistan,2
299,8.33,2020-02-24,Afghanistan,2
300,8.33,2020-02-25,Afghanistan,2
301,8.33,2020-02-26,Afghanistan,2
302,8.33,2020-02-27,Afghanistan,2
303,8.33,2020-02-28,Afghanistan,2
304,8.33,2020-02-29,Afghanistan,2
305,27.78,2020-03-01,Afghanistan,2
306,27.78,2020-03-02,Afghanistan,2
307,27.78,2020-03-03,Afghanistan,2
308,27.78,2020-03-04,Afghanistan,2
309,27.78,2020-03-05,Afghanistan,2
310,27.78,2020-03-06,Afghanistan,2
311,27.78,2020-03-07,Afghanistan,2
312,27.78,2020-03-08,Afghanistan,2
313,27.78,2020-03-09,Afghanistan,2
314,27.78,2020-03-10,Afghanistan,2
315,27.78,2020-03-11,Afghanistan,2
316,27.78,2020-03-12,Afghanistan,2
317,27.78,2020-03-13,Afghanistan,2
318,38.89,2020-03-14,Afghanistan,2
319,38.89,2020-03-15,Afghanistan,2
320,38.89,2020-03-16,Afghanistan,2
321,38.89,2020-03-17,Afghanistan,2
322,41.67,2020-03-18,Afghanistan,2
323,41.67,2020-03-19,Afghanistan,2
324,41.67,2020-03-20,Afghanistan,2
325,41.67,2020-03-21,Afghanistan,2
326,41.67,2020-03-22,Afghanistan,2
327,41.67,2020-03-23,Afghanistan,2
328,50.93,2020-03-24,Afghanistan,2
329,59.26,2020-03-25,Afghanistan,2
330,59.26,2020-03-26,Afghanistan,2
331,59.26,2020-03-27,Afghanistan,2
332,67.59,2020-03-28,Afghanistan,2
333,67.59,2020-03-29,Afghanistan,2
334,67.59,2020-03-30,Afghanistan,2
335,67.59,2020-03-31,Afghanistan,2
336,67.59,2020-04-01,Afghanistan,2
337,67.59,2020-04-02,Afghanistan,2
338,67.59,2020-04-03,Afghanistan,2
339,67.59,2020-04-04,Afghanistan,2
340,78.7,2020-04-05,Afghanistan,2
341,78.7,2020-04-06,Afghanistan,2
342,78.7,2020-04-07,Afghanistan,2
343,78.7,2020-04-08,Afghanistan,2
344,78.7,2020-04-09,Afghanistan,2
345,78.7,2020-04-10,Afghanistan,2
346,78.7,2020-04-11,Afghanistan,2
347,84.26,2020-04-12,Afghanistan,2
348,84.26,2020-04-13,Afghanistan,2
349,84.26,2020-04-14,Afghanistan,2
350,84.26,2020-04-15,Afghanistan,2
351,84.26,2020-04-16,Afghanistan,2
352,84.26,2020-04-17,Afghanistan,2
353,84.26,2020-04-18,Afghanistan,2
354,84.26,2020-04-19,Afghanistan,2
355,84.26,2020-04-20,Afghanistan,2
356,84.26,2020-04-21,Afghanistan,2
357,84.26,2020-04-22,Afghanistan,2
358,84.26,2020-04-23,Afghanistan,2
359,84.26,2020-04-24,Afghanistan,2
360,84.26,2020-04-25,Afghanistan,2
361,84.26,2020-04-26,Afghanistan,2
362,84.26,2020-04-27,Afghanistan,2
363,84.26,2020-04-28,Afghanistan,2
364,84.26,2020-04-29,Afghanistan,2
365,84.26,2020-04-30,Afghanistan,2
366,84.26,2020-05-01,Afghanistan,2
367,84.26,2020-05-02,Afghanistan,2
368,84.26,2020-05-03,Afghanistan,2
369,84.26,2020-05-04,Afghanistan,2
370,84.26,2020-05-05,Afghanistan,2
371,84.26,2020-05-06,Afghanistan,2
372,84.26,2020-05-07,Afghanistan,2
373,84.26,2020-05-08,Afghanistan,2
374,84.26,2020-05-09,Afghanistan,2
375,84.26,2020-05-10,Afghanistan,2
376,84.26,2020-05-11,Afghanistan,2
377,84.26,2020-05-12,Afghanistan,2
378,84.26,2020-05-13,Afghanistan,2
379,84.26,2020-05-14,Afghanistan,2
380,84.26,2020-05-15,Afghanistan,2
381,84.26,2020-05-16,Afghanistan,2
382,84.26,2020-05-17,Afghanistan,2
383,84.26,2020-05-18,Afghanistan,2
384,84.26,2020-05-19,Afghanistan,2
385,84.26,2020-05-20,Afghanistan,2
386,84.26,2020-05-21,Afghanistan,2
387,84.26,2020-05-22,Afghanistan,2
388,84.26,2020-05-23,Afghanistan,2
389,84.26,2020-05-24,Afghanistan,2
390,84.26,2020-05-25,Afghanistan,2
391,84.26,2020-05-26,Afghanistan,2
392,84.26,2020-05-27,Afghanistan,2
393,84.26,2020-05-28,Afghanistan,2
394,84.26,2020-05-29,Afghanistan,2
395,84.26,2020-05-30,Afghanistan,2
396,84.26,2020-05-31,Afghanistan,2
397,84.26,2020-06-01,Afghanistan,2
398,84.26,2020-06-02,Afghanistan,2
399,84.26,2020-06-03,Afghanistan,2
400,84.26,2020-06-04,Afghanistan,2
401,84.26,2020-06-05,Afghanistan,2
402,84.26,2020-06-06,Afghanistan,2
403,84.26,2020-06-07,Afghanistan,2
404,84.26,2020-06-08,Afghanistan,2
405,78.7,2020-06-09,Afghanistan,2
406,78.7,2020-06-10,Afghanistan,2
407,78.7,2020-06-11,Afghanistan,2
408,78.7,2020-06-12,Afghanistan,2
409,78.7,2020-06-13,Afghanistan,2
410,78.7,2020-06-14,Afghanistan,2
411,78.7,2020-06-15,Afghanistan,2
412,78.7,2020-06-16,Afghanistan,2
413,78.7,2020-06-17,Afghanistan,2
414,78.7,2020-06-18,Afghanistan,2
415,78.7,2020-06-19,Afghanistan,2
416,78.7,2020-06-20,Afghanistan,2
417,78.7,2020-06-21,Afghanistan,2
418,78.7,2020-06-22,Afghanistan,2
419,78.7,2020-06-23,Afghanistan,2
420,78.7,2020-06-24,Afghanistan,2
421,78.7,2020-06-25,Afghanistan,2
422,78.7,2020-06-26,Afghanistan,2
423,78.7,2020-06-27,Afghanistan,2
424,78.7,2020-06-28,Afghanistan,2
425,78.7,2020-06-29,Afghanistan,2
426,78.7,2020-06-30,Afghanistan,2
427,78.7,2020-07-01,Afghanistan,2
428,78.7,2020-07-02,Afghanistan,2
429,78.7,2020-07-03,Afghanistan,2
430,78.7,2020-07-04,Afghanistan,2
431,78.7,2020-07-05,Afghanistan,2
432,78.7,2020-07-06,Afghanistan,2
433,78.7,2020-07-07,Afghanistan,2
434,78.7,2020-07-08,Afghanistan,2
435,78.7,2020-07-09,Afghanistan,2
436,78.7,2020-07-10,Afghanistan,2
437,78.7,2020-07-11,Afghanistan,2
438,78.7,2020-07-12,Afghanistan,2
439,78.7,2020-07-13,Afghanistan,2
440,78.7,2020-07-14,Afghanistan,2
441,78.7,2020-07-15,Afghanistan,2
442,78.7,2020-07-16,Afghanistan,2
443,78.7,2020-07-17,Afghanistan,2
444,78.7,2020-07-18,Afghanistan,2
445,78.7,2020-07-19,Afghanistan,2
446,78.7,2020-07-20,Afghanistan,2
447,78.7,2020-07-21,Afghanistan,2
448,78.7,2020-07-22,Afghanistan,2
449,78.7,2020-07-23,Afghanistan,2
450,78.7,2020-07-24,Afghanistan,2
451,78.7,2020-07-25,Afghanistan,2
452,78.7,2020-07-26,Afghanistan,2
453,78.7,2020-07-27,Afghanistan,2
454,78.7,2020-07-28,Afghanistan,2
455,78.7,2020-07-29,Afghanistan,2
456,78.7,2020-07-30,Afghanistan,2
457,78.7,2020-07-31,Afghanistan,2
458,78.7,2020-08-01,Afghanistan,2
459,78.7,2020-08-02,Afghanistan,2
460,78.7,2020-08-03,Afghanistan,2
461,75.0,2020-08-04,Afghanistan,2
462,71.3,2020-08-05,Afghanistan,2
463,71.3,2020-08-06,Afghanistan,2
464,71.3,2020-08-07,Afghanistan,2
465,71.3,2020-08-08,Afghanistan,2
466,71.3,2020-08-09,Afghanistan,2
467,71.3,2020-08-10,Afghanistan,2
468,71.3,2020-08-11,Afghanistan,2
469,71.3,2020-08-12,Afghanistan,2
470,71.3,2020-08-13,Afghanistan,2
471,71.3,2020-08-14,Afghanistan,2
472,60.19,2020-08-15,Afghanistan,2
473,60.19,2020-08-16,Afghanistan,2
474,60.19,2020-08-17,Afghanistan,2
475,48.15,2020-08-18,Afghanistan,2
476,48.15,2020-08-19,Afghanistan,2
477,48.15,2020-08-20,Afghanistan,2
478,48.15,2020-08-21,Afghanistan,2
479,48.15,2020-08-22,Afghanistan,2
480,48.15,2020-08-23,Afghanistan,2
481,48.15,2020-08-24,Afghanistan,2
482,48.15,2020-08-25,Afghanistan,2
483,21.3,2020-08-26,Afghanistan,2
484,21.3,2020-08-27,Afghanistan,2
485,21.3,2020-08-28,Afghanistan,2
486,21.3,2020-08-29,Afghanistan,2
487,21.3,2020-08-30,Afghanistan,2
488,21.3,2020-08-31,Afghanistan,2
489,21.3,2020-09-01,Afghanistan,2
490,21.3,2020-09-02,Afghanistan,2
491,21.3,2020-09-03,Afghanistan,2
492,21.3,2020-09-04,Afghanistan,2
493,21.3,2020-09-05,Afghanistan,2
494,21.3,2020-09-06,Afghanistan,2
495,21.3,2020-09-07,Afghanistan,2
496,21.3,2020-09-08,Afghanistan,2
497,21.3,2020-09-09,Afghanistan,2
498,21.3,2020-09-10,Afghanistan,2
499,21.3,2020-09-11,Afghanistan,2
500,21.3,2020-09-12,Afghanistan,2
501,21.3,2020-09-13,Afghanistan,2
502,21.3,2020-09-14,Afghanistan,2
503,21.3,2020-09-15,Afghanistan,2
504,21.3,2020-09-16,Afghanistan,2
505,21.3,2020-09-17,Afghanistan,2
506,21.3,2020-09-18,Afghanistan,2
507,21.3,2020-09-19,Afghanistan,2
508,21.3,2020-09-20,Afghanistan,2
509,21.3,2020-09-21,Afghanistan,2
510,28.7,2020-09-22,Afghanistan,2
511,28.7,2020-09-23,Afghanistan,2
512,28.7,2020-09-24,Afghanistan,2
513,28.7,2020-09-25,Afghanistan,2
514,28.7,2020-09-26,Afghanistan,2
515,28.7,2020-09-27,Afghanistan,2
516,28.7,2020-09-28,Afghanistan,2
517,28.7,2020-09-29,Afghanistan,2
518,28.7,2020-09-30,Afghanistan,2
519,28.7,2020-10-01,Afghanistan,2
520,28.7,2020-10-02,Afghanistan,2
521,25.0,2020-10-03,Afghanistan,2
522,25.0,2020-10-04,Afghanistan,2
523,25.0,2020-10-05,Afghanistan,2
524,16.67,2020-10-06,Afghanistan,2
525,16.67,2020-10-07,Afghanistan,2
526,16.67,2020-10-08,Afghanistan,2
527,16.67,2020-10-09,Afghanistan,2
528,16.67,2020-10-10,Afghanistan,2
529,16.67,2020-10-11,Afghanistan,2
530,16.67,2020-10-12,Afghanistan,2
531,16.67,2020-10-13,Afghanistan,2
532,16.67,2020-10-14,Afghanistan,2
533,16.67,2020-10-15,Afghanistan,2
534,16.67,2020-10-16,Afghanistan,2
535,16.67,2020-10-17,Afghanistan,2
536,16.67,2020-10-18,Afghanistan,2
537,16.67,2020-10-19,Afghanistan,2
538,16.67,2020-10-20,Afghanistan,2
539,16.67,2020-10-21,Afghanistan,2
540,16.67,2020-10-22,Afghanistan,2
541,16.67,2020-10-23,Afghanistan,2
542,16.67,2020-10-24,Afghanistan,2
543,16.67,2020-10-25,Afghanistan,2
544,16.67,2020-10-26,Afghanistan,2
545,5.56,2020-10-27,Afghanistan,2
546,5.56,2020-10-28,Afghanistan,2
547,5.56,2020-10-29,Afghanistan,2
548,5.56,2020-10-30,Afghanistan,2
549,5.56,2020-10-31,Afghanistan,2
550,5.56,2020-11-01,Afghanistan,2
551,5.56,2020-11-02,Afghanistan,2
552,5.56,2020-11-03,Afghanistan,2
553,5.56,2020-11-04,Afghanistan,2
554,5.56,2020-11-05,Afghanistan,2
555,5.56,2020-11-06,Afghanistan,2
556,5.56,2020-11-07,Afghanistan,2
557,5.56,2020-11-08,Afghanistan,2
558,,2020-11-09,Afghanistan,2
559,,2020-11-10,Afghanistan,2
560,,2020-11-11,Afghanistan,2
561,,2020-11-12,Afghanistan,2
562,,2020-11-13,Afghanistan,2
563,,2020-11-14,Afghanistan,2
564,,2020-11-15,Afghanistan,2
565,,2020-11-16,Afghanistan,2
566,11.11,2020-03-22,Angola,3
567,11.11,2020-03-23,Angola,3
568,33.33,2020-03-24,Angola,3
569,33.33,2020-03-25,Angola,3
570,33.33,2020-03-26,Angola,3
571,90.74,2020-03-27,Angola,3
572,90.74,2020-03-28,Angola,3
573,90.74,2020-03-29,Angola,3
574,90.74,2020-03-30,Angola,3
575,90.74,2020-03-31,Angola,3
576,90.74,2020-04-01,Angola,3
577,90.74,2020-04-02,Angola,3
578,90.74,2020-04-03,Angola,3
579,90.74,2020-04-04,Angola,3
580,90.74,2020-04-05,Angola,3
581,90.74,2020-04-06,Angola,3
582,90.74,2020-04-07,Angola,3
583,90.74,2020-04-08,Angola,3
584,90.74,2020-04-09,Angola,3
585,90.74,2020-04-10,Angola,3
586,90.74,2020-04-11,Angola,3
587,90.74,2020-04-12,Angola,3
588,90.74,2020-04-13,Angola,3
589,90.74,2020-04-14,Angola,3
590,90.74,2020-04-15,Angola,3
591,90.74,2020-04-16,Angola,3
592,90.74,2020-04-17,Angola,3
593,90.74,2020-04-18,Angola,3
594,90.74,2020-04-19,Angola,3
595,90.74,2020-04-20,Angola,3
596,90.74,2020-04-21,Angola,3
597,90.74,2020-04-22,Angola,3
598,78.7,2020-04-23,Angola,3
599,78.7,2020-04-24,Angola,3
600,78.7,2020-04-25,Angola,3
601,78.7,2020-04-26,Angola,3
602,78.7,2020-04-27,Angola,3
603,78.7,2020-04-28,Angola,3
604,78.7,2020-04-29,Angola,3
605,78.7,2020-04-30,Angola,3
606,78.7,2020-05-01,Angola,3
607,78.7,2020-05-02,Angola,3
608,78.7,2020-05-03,Angola,3
609,78.7,2020-05-04,Angola,3
610,78.7,2020-05-05,Angola,3
611,78.7,2020-05-06,Angola,3
612,78.7,2020-05-07,Angola,3
613,75.93,2020-05-08,Angola,3
614,75.93,2020-05-09,Angola,3
615,75.93,2020-05-10,Angola,3
616,75.93,2020-05-11,Angola,3
617,75.93,2020-05-12,Angola,3
618,75.93,2020-05-13,Angola,3
619,75.93,2020-05-14,Angola,3
620,75.93,2020-05-15,Angola,3
621,75.93,2020-05-16,Angola,3
622,81.48,2020-05-17,Angola,3
623,81.48,2020-05-18,Angola,3
624,81.48,2020-05-19,Angola,3
625,81.48,2020-05-20,Angola,3
626,81.48,2020-05-21,Angola,3
627,81.48,2020-05-22,Angola,3
628,81.48,2020-05-23,Angola,3
629,81.48,2020-05-24,Angola,3
630,81.48,2020-05-25,Angola,3
631,77.78,2020-05-26,Angola,3
632,77.78,2020-05-27,Angola,3
633,77.78,2020-05-28,Angola,3
634,77.78,2020-05-29,Angola,3
635,77.78,2020-05-30,Angola,3
636,77.78,2020-05-31,Angola,3
637,77.78,2020-06-01,Angola,3
638,77.78,2020-06-02,Angola,3
639,77.78,2020-06-03,Angola,3
640,77.78,2020-06-04,Angola,3
641,77.78,2020-06-05,Angola,3
642,77.78,2020-06-06,Angola,3
643,77.78,2020-06-07,Angola,3
644,75.93,2020-06-08,Angola,3
645,75.93,2020-06-09,Angola,3
646,75.93,2020-06-10,Angola,3
647,75.93,2020-06-11,Angola,3
648,75.93,2020-06-12,Angola,3
649,75.93,2020-06-13,Angola,3
650,75.93,2020-06-14,Angola,3
651,75.93,2020-06-15,Angola,3
652,75.93,2020-06-16,Angola,3
653,75.93,2020-06-17,Angola,3
654,75.93,2020-06-18,Angola,3
655,75.93,2020-06-19,Angola,3
656,75.93,2020-06-20,Angola,3
657,75.93,2020-06-21,Angola,3
658,75.93,2020-06-22,Angola,3
659,75.93,2020-06-23,Angola,3
660,75.93,2020-06-24,Angola,3
661,75.93,2020-06-25,Angola,3
662,75.93,2020-06-26,Angola,3
663,75.93,2020-06-27,Angola,3
664,75.93,2020-06-28,Angola,3
665,75.93,2020-06-29,Angola,3
666,75.93,2020-06-30,Angola,3
667,75.93,2020-07-01,Angola,3
668,75.93,2020-07-02,Angola,3
669,75.93,2020-07-03,Angola,3
670,75.93,2020-07-04,Angola,3
671,75.93,2020-07-05,Angola,3
672,75.93,2020-07-06,Angola,3
673,75.93,2020-07-07,Angola,3
674,75.93,2020-07-08,Angola,3
